game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,summary,losing_Team
778869,2025-02-20T20:05:00Z,2025-02-20,S,Final,Chicago Cubs,Los Angeles Dodgers,112,119,N,1,Yoshinobu Yamamoto,Cody Poteet,,,12,4,9,Bottom,3809,Camelback Ranch,['MLBN (out-of-market only)'],CHC leads 1-0,Chicago Cubs,Los Angeles Dodgers,Zac Leigh,Justin Jarvis,,2025-02-20 - Chicago Cubs (12) @ Los Angeles Dodgers (4) (Final),
779055,2025-02-21T18:05:00Z,2025-02-21,S,Final,Tampa Bay Rays,New York Yankees,139,147,N,1,Marcus Stroman,Joey Krehbiel,,,0,4,9,Top,2523,George M. Steinbrenner Field,['MLBN (out-of-market only)'],NYY wins Spring,New York Yankees,Tampa Bay Rays,Marcus Stroman,Joey Krehbiel,,2025-02-21 - Tampa Bay Rays (0) @ New York Yankees (4) (Final),
778780,2025-02-21T18:05:00Z,2025-02-21,E,Final,Northeastern Huskies,Boston Red Sox,343,111,N,1,Brian Van Belle,,,,2,5,7,Bottom,4309,JetBlue Park,[],,Boston Red Sox,Northeastern Huskies,Jacob Webb,Andrew Basel,Hobie Harris,2025-02-21 - Northeastern Huskies (2) @ Boston Red Sox (5) (Final),
778760,2025-02-21T20:05:00Z,2025-02-21,S,Final,Los Angeles Dodgers,Chicago Cubs,119,112,N,1,Jordan Wicks,Tony Gonsolin,,,3,7,9,Top,4629,Sloan Park,[],CHC wins 2-0,Chicago Cubs,Los Angeles Dodgers,Caleb Kilian,Luis García,,2025-02-21 - Los Angeles Dodgers (3) @ Chicago Cubs (7) (Final),
778949,2025-02-21T20:05:00Z,2025-02-21,S,Final,Texas Rangers,Kansas City Royals,140,118,N,1,Daniel Lynch IV,Nathan Eovaldi,,,2,5,9,Top,2603,Surprise Stadium,[],KC wins Spring,Kansas City Royals,Texas Rangers,Austin Cox,Nolan Hoffman,Anthony Simonelli,2025-02-21 - Texas Rangers (2) @ Kansas City Royals (5) (Final),
787940,2025-02-21T20:10:00Z,2025-02-21,S,Final,Colorado Rockies,Arizona Diamondbacks,115,109,N,1,Corbin Burnes,Bradley Blalock,,,12,8,9,Bottom,4249,Salt River Fields at Talking Stick,[],COL leads 1-0,Colorado Rockies,Arizona Diamondbacks,Dugan Darnell,Jake Rice,,2025-02-21 - Colorado Rockies (12) @ Arizona Diamondbacks (8) (Final),
788017,2025-02-21T20:10:00Z,2025-02-21,S,Final,Seattle Mariners,San Diego Padres,136,135,N,1,Ryan Bergert,Jhonathan Díaz,,,2,5,9,Top,2530,Peoria Stadium,[],SD wins Spring,San Diego Padres,Seattle Mariners,Ryan Bergert,Jhonathan Díaz,,2025-02-21 - Seattle Mariners (2) @ San Diego Padres (5) (Final),
778740,2025-02-22T18:05:00Z,2025-02-22,S,Final,Washington Nationals,Houston Astros,120,117,N,1,Ryan Gusto,Jake Irvin,,,6,3,9,Bottom,5000,CACTI Park of the Palm Beaches,[],WSH wins Spring,Washington Nationals,Houston Astros,Tyler Stuart,Joey Mancini,Marquis Grissom Jr.,2025-02-22 - Washington Nationals (6) @ Houston Astros (3) (Final),
779135,2025-02-22T18:05:00Z,2025-02-22,S,Final,Pittsburgh Pirates,Baltimore Orioles,134,110,N,1,Albert Suárez,Carmen Mlodzinski,,,10,5,9,Bottom,2508,Ed Smith Stadium,['MLBN (out-of-market only)'],PIT wins Spring,Pittsburgh Pirates,Baltimore Orioles,Tanner Rainey,Corbin Martin,,2025-02-22 - Pittsburgh Pirates (10) @ Baltimore Orioles (5) (Final),
778977,2025-02-22T18:05:00Z,2025-02-22,S,Final,Boston Red Sox,Tampa Bay Rays,111,139,N,1,Jacob Waguespack,Quinn Priester,,,6,4,9,Bottom,2534,Charlotte Sports Park,[],BOS wins Spring,Boston Red Sox,Tampa Bay Rays,Shane Drohan,Jack Hartman,,2025-02-22 - Boston Red Sox (6) @ Tampa Bay Rays (4) (Final),
779117,2025-02-22T18:05:00Z,2025-02-22,S,Final,Philadelphia Phillies,Detroit Tigers,143,116,N,1,Kenta Maeda,Nabil Crismatt,,,6,7,9,Bottom,2511,Publix Field at Joker Marchant Stadium,[],DET wins Spring,Detroit Tigers,Philadelphia Phillies,Wilkel Hernandez,Wesley Moore,,2025-02-22 - Philadelphia Phillies (6) @ Detroit Tigers (7) (Final),
778880,2025-02-22T18:05:00Z,2025-02-22,S,Final,Atlanta Braves,Minnesota Twins,144,142,N,1,Zebby Matthews,Chris Sale,,,1,3,9,Top,2862,Lee Health Sports Complex,[],MIN wins Spring,Minnesota Twins,Atlanta Braves,Louis Varland,Dylan Dodd,Cody Laweryson,2025-02-22 - Atlanta Braves (1) @ Minnesota Twins (3) (Final),
778963,2025-02-22T18:07:00Z,2025-02-22,S,Final,New York Yankees,Toronto Blue Jays,147,141,N,1,Easton Lucas,Carlos Rodón,,,4,6,9,Top,2536,TD Ballpark,[],TOR wins Spring,Toronto Blue Jays,New York Yankees,Anders Tolhurst,Colten Brewer,,2025-02-22 - New York Yankees (4) @ Toronto Blue Jays (6) (Final),
778898,2025-02-22T18:10:00Z,2025-02-22,S,Final,Houston Astros,New York Mets,117,121,N,1,Clay Holmes,Colton Gordon,,,2,6,9,Top,2856,Clover Park,[],NYM wins Spring,New York Mets,Houston Astros,Clay Holmes,Colton Gordon,,2025-02-22 - Houston Astros (2) @ New York Mets (6) (Final),
779087,2025-02-22T18:10:00Z,2025-02-22,S,Final,St. Louis Cardinals,Miami Marlins,138,146,N,1,Valente Bellozo,Erick Fedde,,,6,7,9,Top,2520,Roger Dean Chevrolet Stadium,[],MIA wins Spring,Miami Marlins,St. Louis Cardinals,John Rooney,Matt Svanson,Matt Pushard,2025-02-22 - St. Louis Cardinals (6) @ Miami Marlins (7) (Final),
778840,2025-02-22T20:05:00Z,2025-02-22,S,Final,Cleveland Guardians,Cincinnati Reds,114,113,N,1,Hunter Greene,Triston McKenzie,,,3,6,9,Top,3834,Goodyear Ballpark,[],CIN wins Spring,Cincinnati Reds,Cleveland Guardians,Bryan Shaw,Luis Frías,,2025-02-22 - Cleveland Guardians (3) @ Cincinnati Reds (6) (Final),
778867,2025-02-22T20:05:00Z,2025-02-22,S,Final,Kansas City Royals,Los Angeles Dodgers,118,119,N,1,Nick Frasso,Chandler Champlain,,,11,10,9,Bottom,3809,Camelback Ranch,[],KC wins Spring,Kansas City Royals,Los Angeles Dodgers,Andrew Hoffmann,Julian Fernández,Jacob Wallace,2025-02-22 - Kansas City Royals (11) @ Los Angeles Dodgers (10) (Final),
778944,2025-02-22T20:05:00Z,2025-02-22,S,Final,San Francisco Giants,Texas Rangers,137,140,N,1,Tyler Mahle,Landen Roupp,,,6,1,9,Bottom,2603,Surprise Stadium,[],SF wins Spring,San Francisco Giants,Texas Rangers,Landen Roupp,Tyler Mahle,,2025-02-22 - San Francisco Giants (6) @ Texas Rangers (1) (Final),
778757,2025-02-22T20:05:00Z,2025-02-22,S,Final,Chicago White Sox,Chicago Cubs,145,112,N,1,Justin Steele,Jared Shuster,,,3,7,9,Top,4629,Sloan Park,[],CHC wins Spring,Chicago Cubs,Chicago White Sox,Justin Steele,Jared Shuster,,2025-02-22 - Chicago White Sox (3) @ Chicago Cubs (7) (Final),
778808,2025-02-22T20:10:00Z,2025-02-22,S,Final,Arizona Diamondbacks,Colorado Rockies,109,115,N,1,Gabriel Hughes,José Castillo,,,3,9,9,Top,4249,Salt River Fields at Talking Stick,[],COL wins 2-0,Colorado Rockies,Arizona Diamondbacks,Evan Justice,Jose Cabrera,,2025-02-22 - Arizona Diamondbacks (3) @ Colorado Rockies (9) (Final),
779026,2025-02-22T20:10:00Z,2025-02-22,S,Final,Athletics,San Diego Padres,133,135,N,1,Matt Waldron,J.T. Ginn,,,3,10,9,Top,2530,Peoria Stadium,[],SD wins Spring,San Diego Padres,Athletics,Matt Waldron,J.T. Ginn,,2025-02-22 - Athletics (3) @ San Diego Padres (10) (Final),
779162,2025-02-22T20:10:00Z,2025-02-22,S,Final,Seattle Mariners,Los Angeles Angels,136,108,N,1,Jack Kochanowicz,Logan Evans,,,10,11,9,Bottom,2500,Tempe Diablo Stadium,[],LAA wins Spring,Los Angeles Angels,Seattle Mariners,Ryan Costeiu,Jimmy Joyce,,2025-02-22 - Seattle Mariners (10) @ Los Angeles Angels (11) (Final),
779103,2025-02-22T20:10:00Z,2025-02-22,S,Final,Cincinnati Reds,Milwaukee Brewers,113,158,N,1,Carlos Rodriguez,Graham Ashcraft,,,7,8,9,Bottom,2518,American Family Fields of Phoenix,[],MIL wins Spring,Milwaukee Brewers,Cincinnati Reds,Alexander Cornielle,Alan Busenitz,,2025-02-22 - Cincinnati Reds (7) @ Milwaukee Brewers (8) (Final),
778742,2025-02-23T18:05:00Z,2025-02-23,S,Final,New York Mets,Washington Nationals,121,120,N,1,Shinnosuke Ogasawara,Ty Adcock,,,6,11,9,Top,5000,CACTI Park of the Palm Beaches,[],WSH wins Spring,Washington Nationals,New York Mets,Shinnosuke Ogasawara,Ty Adcock,,2025-02-23 - New York Mets (6) @ Washington Nationals (11) (Final),
779085,2025-02-23T18:05:00Z,2025-02-23,S,Final,Houston Astros,St. Louis Cardinals,117,138,N,1,Miles Mikolas,Spencer Arrighetti,,,11,6,9,Bottom,2520,Roger Dean Chevrolet Stadium,[],HOU wins Spring,Houston Astros,St. Louis Cardinals,AJ Blubaugh,Sem Robberse,,2025-02-23 - Houston Astros (11) @ St. Louis Cardinals (6) (Final),
778778,2025-02-23T18:05:00Z,2025-02-23,S,Final,Toronto Blue Jays,Boston Red Sox,141,111,N,1,Garrett Crochet,Yariel Rodríguez,,,8,7,9,Bottom,4309,JetBlue Park,[],TOR wins Spring,Toronto Blue Jays,Boston Red Sox,Ryan Jennings,Zach Fogell,Paxton Schultz,2025-02-23 - Toronto Blue Jays (8) @ Boston Red Sox (7) (Final),
779039,2025-02-23T18:05:00Z,2025-02-23,S,Final,Minnesota Twins,Pittsburgh Pirates,142,134,N,1,Mitch Keller,David Festa,,,1,5,9,Top,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Minnesota Twins,Tim Mayza,Travis Adams,,2025-02-23 - Minnesota Twins (1) @ Pittsburgh Pirates (5) (Final),
778915,2025-02-23T18:05:00Z,2025-02-23,S,Final,Baltimore Orioles,Philadelphia Phillies,110,143,N,1,Tyler Phillips,Cade Povich,,,7,3,9,Bottom,2700,BayCare Ballpark,['MLBN (out-of-market only)'],BAL wins Spring,Baltimore Orioles,Philadelphia Phillies,Cade Povich,Tyler Phillips,Kyle Brnovich,2025-02-23 - Baltimore Orioles (7) @ Philadelphia Phillies (3) (Final),
778705,2025-02-23T18:05:00Z,2025-02-23,S,Final,Tampa Bay Rays,Atlanta Braves,139,144,N,1,Ian Anderson,Joe Rock,,,4,2,9,Bottom,5380,CoolToday Park,[],TB wins Spring,Tampa Bay Rays,Atlanta Braves,Joe Rock,Ian Anderson,Nathan Wiles,2025-02-23 - Tampa Bay Rays (4) @ Atlanta Braves (2) (Final),
779054,2025-02-23T18:05:00Z,2025-02-23,S,Final,Detroit Tigers,New York Yankees,116,147,N,1,Sean Boyle,Casey Mize,,,4,0,9,Bottom,2523,George M. Steinbrenner Field,[],DET wins Spring,Detroit Tigers,New York Yankees,Tyler Owens,Fernando Cruz,,2025-02-23 - Detroit Tigers (4) @ New York Yankees (0) (Final),
778897,2025-02-23T18:10:00Z,2025-02-23,S,Final: Tied,Miami Marlins,New York Mets,146,121,N,1,Max Kranick,Sandy Alcantara,,,1,1,9,Bottom,2856,Clover Park,[],,,,,,,2025-02-23 - Miami Marlins @ New York Mets (Final: Tied),
778842,2025-02-23T20:05:00Z,2025-02-23,S,Final,Los Angeles Angels,Cleveland Guardians,108,114,N,1,Ben Lively,Reid Detmers,,,2,14,9,Top,3834,Goodyear Ballpark,[],CLE wins Spring,Cleveland Guardians,Los Angeles Angels,Ben Lively,Reid Detmers,,2025-02-23 - Los Angeles Angels (2) @ Cleveland Guardians (14) (Final),
779143,2025-02-23T20:05:00Z,2025-02-23,S,Final,Colorado Rockies,Athletics,115,133,N,1,Jeffrey Springs,Jake Woodford,,,0,4,9,Top,2507,Hohokam Stadium,[],ATH wins Spring,Athletics,Colorado Rockies,José Leclerc,Jaden Hill,,2025-02-23 - Colorado Rockies (0) @ Athletics (4) (Final),
778864,2025-02-23T20:05:00Z,2025-02-23,S,Final,San Diego Padres,Los Angeles Dodgers,135,119,N,1,Dustin May,Braden Nett,,,3,8,9,Top,3809,Camelback Ranch,[],LAD wins Spring,Los Angeles Dodgers,San Diego Padres,Ryan Sublette,Austin Davis,,2025-02-23 - San Diego Padres (3) @ Los Angeles Dodgers (8) (Final),
778993,2025-02-23T20:05:00Z,2025-02-23,S,Final,Cincinnati Reds,San Francisco Giants,113,137,N,1,Logan Webb,Nick Martinez,,,2,5,9,Top,2532,Scottsdale Stadium,[],SF wins Spring,San Francisco Giants,Cincinnati Reds,Hayden Birdsong,Jose Acuna,Miguel Del Pozo,2025-02-23 - Cincinnati Reds (2) @ San Francisco Giants (5) (Final),
778755,2025-02-23T20:05:00Z,2025-02-23,S,Final,Texas Rangers,Chicago Cubs,140,112,N,1,Colin Rea,Cody Bradford,,,5,6,9,Top,4629,Sloan Park,[],CHC wins Spring,Chicago Cubs,Texas Rangers,Riley Martin,Luis Curvelo,Sam Armstrong,2025-02-23 - Texas Rangers (5) @ Chicago Cubs (6) (Final),
778941,2025-02-23T20:05:00Z,2025-02-23,S,Final,Chicago White Sox,Kansas City Royals,145,118,N,1,Kris Bubic,Tyler Gilbert,,,3,4,9,Top,2603,Surprise Stadium,[],KC wins Spring,Kansas City Royals,Chicago White Sox,Beck Way,Trey McGough,Cruz Noriega,2025-02-23 - Chicago White Sox (3) @ Kansas City Royals (4) (Final),
779020,2025-02-23T20:10:00Z,2025-02-23,S,Final,Arizona Diamondbacks,Seattle Mariners,109,136,N,1,Emerson Hancock,Tommy Henry,,,5,11,9,Top,2530,Peoria Stadium,[],SEA wins Spring,Seattle Mariners,Arizona Diamondbacks,Jesse Wainscott,Tommy Henry,,2025-02-23 - Arizona Diamondbacks (5) @ Seattle Mariners (11) (Final),
778807,2025-02-23T20:10:00Z,2025-02-23,S,Final,Milwaukee Brewers,Colorado Rockies,158,115,N,1,Kyle Freeland,Aaron Ashby,,,1,6,9,Top,4249,Salt River Fields at Talking Stick,[],COL wins Spring,Colorado Rockies,Milwaukee Brewers,Kyle Freeland,Aaron Ashby,,2025-02-23 - Milwaukee Brewers (1) @ Colorado Rockies (6) (Final),
779082,2025-02-24T18:05:00Z,2025-02-24,S,Final,New York Mets,St. Louis Cardinals,121,138,N,1,Steven Matz,Blade Tidwell,,,4,7,9,Top,2520,Roger Dean Chevrolet Stadium,[],STL wins Spring,St. Louis Cardinals,New York Mets,Kyle Leahy,Joander Suarez,Roddery Muñoz,2025-02-24 - New York Mets (4) @ St. Louis Cardinals (7) (Final),
778837,2025-02-24T20:05:00Z,2025-02-24,S,Final,Los Angeles Dodgers,Cincinnati Reds,119,113,N,1,Brady Singer,Tyler Glasnow,,,1,8,9,Top,3834,Goodyear Ballpark,[],CIN wins Spring,Cincinnati Reds,Los Angeles Dodgers,Brady Singer,Tyler Glasnow,,2025-02-24 - Los Angeles Dodgers (1) @ Cincinnati Reds (8) (Final),
778943,2025-02-24T20:05:00Z,2025-02-24,S,Final: Tied,Athletics,Kansas City Royals,133,118,N,1,Cole Ragans,Osvaldo Bido,,,1,1,9,Bottom,2603,Surprise Stadium,[],,,,,,,2025-02-24 - Athletics @ Kansas City Royals (Final: Tied),
778994,2025-02-24T20:05:00Z,2025-02-24,S,Final: Tied,Colorado Rockies,San Francisco Giants,115,137,N,1,Justin Verlander,Chase Dollander,,,2,2,9,Bottom,2532,Scottsdale Stadium,[],,,,,,,2025-02-24 - Colorado Rockies @ San Francisco Giants (Final: Tied),
778865,2025-02-24T20:05:00Z,2025-02-24,S,Final,Texas Rangers,Chicago White Sox,140,145,N,1,Shane Smith,Jon Gray,,,11,3,9,Bottom,3809,Camelback Ranch,[],TEX wins Spring,Texas Rangers,Chicago White Sox,Jon Gray,Shane Smith,,2025-02-24 - Texas Rangers (11) @ Chicago White Sox (3) (Final),
778806,2025-02-24T20:10:00Z,2025-02-24,S,Final,Cleveland Guardians,Arizona Diamondbacks,114,109,N,1,Zac Gallen,Joey Cantillo,,,3,4,9,Top,4249,Salt River Fields at Talking Stick,[],AZ wins Spring,Arizona Diamondbacks,Cleveland Guardians,Zane Russell,Andrew Walters,Conor Grammes,2025-02-24 - Cleveland Guardians (3) @ Arizona Diamondbacks (4) (Final),
779019,2025-02-24T20:10:00Z,2025-02-24,S,Final,Chicago Cubs,San Diego Padres,112,135,N,1,Randy Vásquez,Matthew Boyd,,,10,5,9,Bottom,2530,Peoria Stadium,[],CHC wins Spring,Chicago Cubs,San Diego Padres,Brad Keller,J.B. Wendelken,,2025-02-24 - Chicago Cubs (10) @ San Diego Padres (5) (Final),
779159,2025-02-24T20:10:00Z,2025-02-24,S,Final,San Francisco Giants,Los Angeles Angels,137,108,N,1,Kyle Hendricks,Mason Black,,,4,7,9,Top,2500,Tempe Diablo Stadium,[],LAA wins Spring,Los Angeles Angels,San Francisco Giants,Kyle Hendricks,Mason Black,Joel Hurtado,2025-02-24 - San Francisco Giants (4) @ Los Angeles Angels (7) (Final),
779104,2025-02-24T20:10:00Z,2025-02-24,S,Final,Seattle Mariners,Milwaukee Brewers,136,158,N,1,Chad Patrick,Logan Gilbert,,,12,8,9,Bottom,2518,American Family Fields of Phoenix,[],SEA wins Spring,Seattle Mariners,Milwaukee Brewers,Gabe Speier,K.C. Hunt,,2025-02-24 - Seattle Mariners (12) @ Milwaukee Brewers (8) (Final),
779114,2025-02-24T18:05:00Z,2025-02-24,S,Cancelled,Toronto Blue Jays,Detroit Tigers,141,116,N,1,Keider Montero,Bowden Francis,,,0,0,,,2511,Publix Field at Joker Marchant Stadium,[],,,,,,,2025-02-24 - Toronto Blue Jays @ Detroit Tigers (Cancelled),
778978,2025-02-24T18:05:00Z,2025-02-24,S,Cancelled,Minnesota Twins,Tampa Bay Rays,142,139,N,1,Zack Littell,Chris Paddack,,,0,0,,,2534,Charlotte Sports Park,[],,,,,,,2025-02-24 - Minnesota Twins @ Tampa Bay Rays (Cancelled),
778913,2025-02-24T18:05:00Z,2025-02-24,S,Cancelled,Pittsburgh Pirates,Philadelphia Phillies,134,143,N,1,Cristopher Sánchez,Paul Skenes,,,0,0,,,2700,BayCare Ballpark,[],,,,,,,2025-02-24 - Pittsburgh Pirates @ Philadelphia Phillies (Cancelled),
778737,2025-02-24T18:05:00Z,2025-02-24,S,Cancelled,Miami Marlins,Houston Astros,146,117,N,1,Ronel Blanco,Ryan Weathers,,,0,0,,,5000,CACTI Park of the Palm Beaches,[],,,,,,,2025-02-24 - Miami Marlins @ Houston Astros (Cancelled),
779134,2025-02-24T21:05:00Z,2025-02-24,S,Cancelled,Atlanta Braves,Baltimore Orioles,144,110,N,1,Dean Kremer,Reynaldo López,,,0,0,,,2508,Ed Smith Stadium,[],,,,,,,2025-02-24 - Atlanta Braves @ Baltimore Orioles (Cancelled),
778771,2025-02-24T21:05:00Z,2025-02-24,S,Cancelled,New York Yankees,Boston Red Sox,147,111,N,1,Tanner Houck,Carlos Carrasco,,,0,0,,,4309,JetBlue Park,['MLBN (out-of-market only)'],,,,,,,2025-02-24 - New York Yankees @ Boston Red Sox (Cancelled),
779130,2025-02-25T18:05:00Z,2025-02-25,S,Final,Detroit Tigers,Baltimore Orioles,116,110,N,1,Charlie Morton,Jackson Jobe,,,7,8,9,Top,2508,Ed Smith Stadium,[],BAL wins Spring,Baltimore Orioles,Detroit Tigers,Yennier Cano,Ryan Miller,Bryan Baker,2025-02-25 - Detroit Tigers (7) @ Baltimore Orioles (8) (Final),
778739,2025-02-25T18:05:00Z,2025-02-25,S,Final,New York Mets,Houston Astros,121,117,N,1,Ronel Blanco,Austin Warren,,,5,8,9,Top,5000,CACTI Park of the Palm Beaches,['MLBN (out-of-market only)'],HOU wins Spring,Houston Astros,New York Mets,Tayler Scott,Chris Devenski,Jose Fleury,2025-02-25 - New York Mets (5) @ Houston Astros (8) (Final),
778975,2025-02-25T18:05:00Z,2025-02-25,S,Final,Philadelphia Phillies,Tampa Bay Rays,143,139,N,1,Taj Bradley,Cristopher Sánchez,,,5,4,9,Bottom,2534,Charlotte Sports Park,[],PHI wins Spring,Philadelphia Phillies,Tampa Bay Rays,Nicholas Padilla,Paul Gervase,Jose Cuas,2025-02-25 - Philadelphia Phillies (5) @ Tampa Bay Rays (4) (Final),
778703,2025-02-25T18:05:00Z,2025-02-25,S,Final,Boston Red Sox,Atlanta Braves,111,144,N,1,Reynaldo López,Sean Newcomb,,,1,6,9,Top,5380,CoolToday Park,[],ATL wins Spring,Atlanta Braves,Boston Red Sox,Pierce Johnson,Noah Davis,,2025-02-25 - Boston Red Sox (1) @ Atlanta Braves (6) (Final),
779038,2025-02-25T18:05:00Z,2025-02-25,S,Final,Atlanta Braves,Pittsburgh Pirates,144,134,N,1,Jared Jones,Spencer Schwellenbach,,,2,1,9,Bottom,2526,LECOM Park,[],ATL leads 1-0,Atlanta Braves,Pittsburgh Pirates,Enoli Paredes,Colin Holderman,Davis Daniel,2025-02-25 - Atlanta Braves (2) @ Pittsburgh Pirates (1) (Final),
778882,2025-02-25T18:05:00Z,2025-02-25,S,Final,New York Yankees,Minnesota Twins,147,142,N,1,Simeon Woods Richardson,Carlos Carrasco,,,4,5,9,Bottom,2862,Lee Health Sports Complex,[],MIN wins Spring,Minnesota Twins,New York Yankees,Alex Speas,Geoffrey Gilbert,,2025-02-25 - New York Yankees (4) @ Minnesota Twins (5) (Final),
778958,2025-02-25T18:07:00Z,2025-02-25,S,Final,St. Louis Cardinals,Toronto Blue Jays,138,141,N,1,Max Scherzer,Quinn Mathews,,,2,3,9,Top,2536,TD Ballpark,[],TOR wins Spring,Toronto Blue Jays,St. Louis Cardinals,Yimi García,Ian Bedell,Hayden Juenger,2025-02-25 - St. Louis Cardinals (2) @ Toronto Blue Jays (3) (Final),
779084,2025-02-25T18:10:00Z,2025-02-25,S,Final,Washington Nationals,Miami Marlins,120,146,N,1,Edward Cabrera,Trevor Williams,,,14,7,9,Bottom,2520,Roger Dean Chevrolet Stadium,[],WSH wins Spring,Washington Nationals,Miami Marlins,Colin Poche,Luarbert Arias,,2025-02-25 - Washington Nationals (14) @ Miami Marlins (7) (Final),
778758,2025-02-25T20:05:00Z,2025-02-25,S,Final,Arizona Diamondbacks,Chicago Cubs,109,112,N,1,Jameson Taillon,Joe Mantiply,,,2,4,9,Top,4629,Sloan Park,[],CHC wins Spring,Chicago Cubs,Arizona Diamondbacks,Cody Poteet,Yordin Chalas,Phil Bickford,2025-02-25 - Arizona Diamondbacks (2) @ Chicago Cubs (4) (Final),
778866,2025-02-25T20:05:00Z,2025-02-25,S,Final,Seattle Mariners,Los Angeles Dodgers,136,119,N,1,Blake Snell,Luis Castillo,,,11,5,9,Bottom,3809,Camelback Ranch,[],SEA wins Spring,Seattle Mariners,Los Angeles Dodgers,Luis Castillo,Carson Hobbs,,2025-02-25 - Seattle Mariners (11) @ Los Angeles Dodgers (5) (Final),
779144,2025-02-25T20:05:00Z,2025-02-25,S,Final,San Francisco Giants,Athletics,137,133,N,1,JP Sears,Robbie Ray,,,5,7,9,Top,2507,Hohokam Stadium,[],ATH wins Spring,Athletics,San Francisco Giants,Anthony Maldonado,Cole Waites,,2025-02-25 - San Francisco Giants (5) @ Athletics (7) (Final),
778942,2025-02-25T20:05:00Z,2025-02-25,S,Final,Kansas City Royals,Texas Rangers,118,140,N,1,Kumar Rocker,Seth Lugo,,,15,6,9,Bottom,2603,Surprise Stadium,[],KC wins Spring,Kansas City Royals,Texas Rangers,Seth Lugo,Kumar Rocker,,2025-02-25 - Kansas City Royals (15) @ Texas Rangers (6) (Final),
778832,2025-02-25T20:05:00Z,2025-02-25,S,Final,Milwaukee Brewers,Cleveland Guardians,158,114,N,1,Luis L. Ortiz,Jacob Misiorowski,,,9,6,9,Bottom,3834,Goodyear Ballpark,[],MIL wins Spring,Milwaukee Brewers,Cleveland Guardians,Jacob Misiorowski,Luis L. Ortiz,,2025-02-25 - Milwaukee Brewers (9) @ Cleveland Guardians (6) (Final),
779021,2025-02-25T20:10:00Z,2025-02-25,S,Final,Los Angeles Angels,San Diego Padres,108,135,N,1,Stephen Kolek,José Soriano,,,2,1,9,Bottom,2530,Peoria Stadium,[],LAA wins Spring,Los Angeles Angels,San Diego Padres,Shaun Anderson,Jake Higginbotham,Brady Choban,2025-02-25 - Los Angeles Angels (2) @ San Diego Padres (1) (Final),
778805,2025-02-25T20:10:00Z,2025-02-25,S,Final,Chicago White Sox,Colorado Rockies,145,115,N,1,Germán Márquez,Davis Martin,,,3,14,9,Top,4249,Salt River Fields at Talking Stick,[],COL wins Spring,Colorado Rockies,Chicago White Sox,Austin Gomber,Jairo Iriarte,,2025-02-25 - Chicago White Sox (3) @ Colorado Rockies (14) (Final),
778741,2025-02-26T18:05:00Z,2025-02-26,S,Final,Houston Astros,Washington Nationals,117,120,N,1,DJ Herz,Framber Valdez,,,3,0,9,Bottom,5000,CACTI Park of the Palm Beaches,[],HOU wins Spring,Houston Astros,Washington Nationals,Framber Valdez,DJ Herz,Blake Weiman,2025-02-26 - Houston Astros (3) @ Washington Nationals (0) (Final),
779037,2025-02-26T18:05:00Z,2025-02-26,S,Final,Baltimore Orioles,Pittsburgh Pirates,110,134,N,1,Bailey Falter,Tomoyuki Sugano,,,3,7,9,Top,2526,LECOM Park,[],PIT wins Spring,Pittsburgh Pirates,Baltimore Orioles,Ryan Borucki,Matt Bowman,,2025-02-26 - Baltimore Orioles (3) @ Pittsburgh Pirates (7) (Final),
778772,2025-02-26T18:05:00Z,2025-02-26,S,Final,Tampa Bay Rays,Boston Red Sox,139,111,N,1,Hunter Dobbins,Ian Seymour,,,8,2,9,Bottom,4309,JetBlue Park,[],TB wins Spring,Tampa Bay Rays,Boston Red Sox,Yoniel Curet,Justin Wilson,,2025-02-26 - Tampa Bay Rays (8) @ Boston Red Sox (2) (Final),
779116,2025-02-26T18:05:00Z,2025-02-26,S,Final,Minnesota Twins,Detroit Tigers,142,116,N,1,Tarik Skubal,Andrew Morris,,,4,0,9,Bottom,2511,Publix Field at Joker Marchant Stadium,[],MIN wins Spring,Minnesota Twins,Detroit Tigers,Andrew Morris,John Brebbia,,2025-02-26 - Minnesota Twins (4) @ Detroit Tigers (0) (Final),
778707,2025-02-26T18:05:00Z,2025-02-26,S,Final,Pittsburgh Pirates,Atlanta Braves,134,144,N,1,AJ Smith-Shawver,Mike Burrows,,,4,9,9,Top,5380,CoolToday Park,[],ATL wins 2-0,Atlanta Braves,Pittsburgh Pirates,Daysbel Hernández,Randy Labaut,,2025-02-26 - Pittsburgh Pirates (4) @ Atlanta Braves (9) (Final),
779053,2025-02-26T18:05:00Z,2025-02-26,S,Final,St. Louis Cardinals,New York Yankees,138,147,N,1,Will Warren,Michael McGreevy,,,0,7,9,Top,2523,George M. Steinbrenner Field,[],NYY wins Spring,New York Yankees,St. Louis Cardinals,Will Warren,Tink Hence,,2025-02-26 - St. Louis Cardinals (0) @ New York Yankees (7) (Final),
