,game_id,home_name,away_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,home_ERA,home_ER,home_R,home_SO,home_BB,home_SO/BB,home_WHIP,away_ERA,away_ER,away_R,away_SO,away_BB,away_SO/BB,away_WHIP,home_OBP,home_SLG,home_HR,home_R/G,home_BB_batting,home_SO_batting,home_IBB,away_home_OBP,away_home_SLG,away_home_HR,away_home_R/G,away_home_BB_batting,away_home_SO_batting,away_home_IBB,temp,condition,wind,condition_Clear,condition_Cloudy,condition_Dome,condition_Drizzle,condition_Overcast,condition_Partly Cloudy,condition_Rain,condition_Roof Closed,condition_Snow,condition_Sunny,home_lineup_score,away_lineup_score,home_n_starters,away_n_starters
1758,777987,Detroit Tigers,Texas Rangers,Jack Flaherty,Jacob deGrom,10,3,4.64,83.0,85.0,188.0,59.0,3.19,1.28,2.97,57.0,57.0,185.0,37.0,5.0,0.921,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,70,Clear,"8 mph, Out To RF",True,False,False,False,False,False,False,False,False,False,0.7212727272727273,0.6435454545454545,11,11
1759,777983,Cleveland Guardians,Philadelphia Phillies,Tanner Bibee,Ranger Suárez,7,1,4.24,86.0,93.0,162.0,54.0,3.0,1.229,3.2,56.0,57.0,151.0,38.0,3.97,1.22,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,72,Clear,"3 mph, In From LF",True,False,False,False,False,False,False,False,False,False,0.6940000000000001,0.76,9,9
1760,777979,Houston Astros,Cincinnati Reds,Lance McCullers Jr.,Brady Singer,13,9,6.51,40.0,45.0,61.0,39.0,1.56,1.807,4.03,76.0,80.0,163.0,60.0,2.72,1.238,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7087,0.6980909090909091,10,11
1761,777977,Kansas City Royals,Boston Red Sox,Cole Ragans,Garrett Crochet,10,1,4.67,32.0,33.0,98.0,20.0,4.9,1.184,2.59,59.0,62.0,255.0,46.0,5.54,1.028,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,80,Clear,"6 mph, In From RF",True,False,False,False,False,False,False,False,False,False,0.6676,0.7672222222222222,10,9
1762,777978,Chicago White Sox,Miami Marlins,Shane Smith,Edward Cabrera,3,1,3.81,62.0,70.0,145.0,58.0,2.5,1.196,3.53,54.0,60.0,150.0,48.0,3.13,1.228,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,55,Clear,"16 mph, Out To RF",True,False,False,False,False,False,False,False,False,False,0.5281818181818182,0.7055833333333333,11,12
1763,777982,New York Mets,Chicago Cubs,Tylor Megill,Brad Keller,6,5,3.95,30.0,37.0,89.0,33.0,2.7,1.361,2.07,16.0,18.0,75.0,22.0,3.41,0.962,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,68,Clear,"8 mph, L To R",True,False,False,False,False,False,False,False,False,False,0.7632727272727273,0.6923999999999999,11,10
1764,777974,Minnesota Twins,San Francisco Giants,Joe Ryan,Logan Webb,1,2,3.42,65.0,69.0,194.0,39.0,4.97,1.035,3.22,74.0,82.0,224.0,46.0,4.87,1.237,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,75,Partly Cloudy,"6 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.5669,0.667,10,9
1765,777975,Arizona Diamondbacks,Los Angeles Dodgers,Corbin Burnes,Dustin May,0,3,2.66,19.0,23.0,63.0,26.0,2.42,1.166,4.96,73.0,78.0,123.0,56.0,2.2,1.421,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,76,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7958999999999999,0.7579,10,10
1766,777976,Colorado Rockies,San Diego Padres,Bradley Blalock,Stephen Kolek,21,0,9.36,61.0,61.0,27.0,23.0,1.17,1.841,3.51,44.0,49.0,77.0,31.0,2.48,1.145,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,78,Clear,"6 mph, R To L",True,False,False,False,False,False,False,False,False,False,0.6245454545454545,0.7958333333333334,11,12
1767,777973,Los Angeles Angels,Baltimore Orioles,Jack Kochanowicz,Kyle Gibson,2,5,6.81,84.0,89.0,72.0,58.0,1.24,1.748,16.78,23.0,23.0,10.0,7.0,1.43,2.919,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,89,Clear,"7 mph, R To L",True,False,False,False,False,False,False,False,False,False,0.7443333333333333,0.7002727272727273,9,11
1768,777970,Seattle Mariners,Toronto Blue Jays,Logan Evans,Bowden Francis,6,3,4.32,39.0,45.0,59.0,31.0,1.9,1.389,6.05,43.0,46.0,54.0,27.0,2.0,1.531,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,64,Partly Cloudy,"6 mph, Out To LF",False,False,False,False,False,True,False,False,False,False,0.7518888888888889,0.7200000000000001,9,9
1769,777968,New York Mets,Chicago Cubs,Griffin Canning,Matthew Boyd,2,6,3.77,32.0,35.0,70.0,35.0,2.0,1.376,3.21,64.0,69.0,154.0,42.0,3.67,1.091,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,73,Sunny,"9 mph, In From LF",False,False,False,False,False,False,False,False,False,True,0.7560769230769231,0.7751111111111111,13,9
1770,777962,Washington Nationals,St. Louis Cardinals,MacKenzie Gore,Miles Mikolas,6,1,4.17,74.0,75.0,185.0,64.0,2.89,1.353,4.84,84.0,87.0,100.0,37.0,2.7,1.318,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,81,Partly Cloudy,"3 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6926666666666667,0.8126666666666666,9,9
1771,777967,Pittsburgh Pirates,Atlanta Braves,Carmen Mlodzinski,Chris Sale,3,4,3.55,39.0,42.0,89.0,27.0,3.3,1.303,2.58,36.0,38.0,165.0,32.0,5.16,1.066,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,72,Sunny,"5 mph, In From CF",False,False,False,False,False,False,False,False,False,True,0.5455454545454546,0.6886363636363636,11,11
1772,777969,Detroit Tigers,Texas Rangers,Reese Olson,Nathan Eovaldi,6,1,3.15,24.0,24.0,65.0,25.0,2.6,1.209,1.73,25.0,28.0,129.0,21.0,6.14,0.854,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,63,Sunny,"10 mph, In From LF",False,False,False,False,False,False,False,False,False,True,0.7286363636363636,0.6435000000000001,11,10
1773,777964,Tampa Bay Rays,Milwaukee Brewers,Drew Rasmussen,Chad Patrick,4,2,2.76,46.0,47.0,127.0,37.0,3.43,1.02,3.53,47.0,49.0,127.0,40.0,3.18,1.279,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,78,Overcast,"9 mph, R To L",False,False,False,False,True,False,False,False,False,False,0.6385,0.6975,12,10
1774,777963,Houston Astros,Cincinnati Reds,Ronel Blanco,Chase Petty,0,6,4.1,22.0,22.0,48.0,20.0,2.4,1.179,19.5,13.0,14.0,7.0,8.0,0.88,3.667,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7036,0.6927777777777777,10,9
1775,777965,Kansas City Royals,Boston Red Sox,Seth Lugo,Lucas Giolito,3,1,4.15,67.0,70.0,125.0,55.0,2.27,1.294,3.41,55.0,62.0,121.0,56.0,2.16,1.29,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,79,Sunny,"8 mph, In From RF",False,False,False,False,False,False,False,False,False,True,0.7271818181818182,0.6967777777777777,11,9
1776,777956,Minnesota Twins,San Francisco Giants,Pablo López,Landen Roupp,6,7,2.74,23.0,28.0,73.0,20.0,3.65,1.11,3.8,45.0,55.0,102.0,45.0,2.27,1.481,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,85,Sunny,"15 mph, R To L",False,False,False,False,False,False,False,False,False,True,0.5968181818181818,0.4895625,11,16
1777,777966,Chicago White Sox,Miami Marlins,Sean Burke,Sandy Alcantara,2,4,4.29,64.0,76.0,133.0,63.0,2.11,1.452,5.36,104.0,107.0,142.0,57.0,2.49,1.271,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,64,Sunny,"5 mph, L To R",False,False,False,False,False,False,False,False,False,True,0.5923999999999999,0.6919,10,10
1778,777955,Colorado Rockies,San Diego Padres,Germán Márquez,Nick Pivetta,3,9,6.7,94.0,106.0,83.0,48.0,1.73,1.71,2.87,58.0,63.0,190.0,50.0,3.8,0.985,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,82,Sunny,"7 mph, R To L",False,False,False,False,False,False,False,False,False,True,0.6638888888888889,0.7791111111111112,9,9
1779,777957,Athletics,New York Yankees,Luis Severino,Ryan Yarbrough,12,2,4.54,82.0,93.0,124.0,50.0,2.48,1.303,4.36,31.0,31.0,55.0,19.0,2.89,1.203,,,,,,,,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,75,Sunny,"18 mph, Out To CF",False,False,False,False,False,False,False,False,False,True,0.7200000000000001,0.6906923076923076,12,13
1780,777961,Los Angeles Angels,Baltimore Orioles,Tyler Anderson,Zach Eflin,7,3,4.56,69.0,73.0,104.0,57.0,1.82,1.408,5.93,47.0,48.0,50.0,13.0,3.85,1.416,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,89,Partly Cloudy,"8 mph, Out To CF",False,False,False,False,False,True,False,False,False,False,0.7658,0.6721111111111111,10,9
1781,777954,Arizona Diamondbacks,Los Angeles Dodgers,Zac Gallen,Tony Gonsolin,8,1,4.83,103.0,109.0,175.0,66.0,2.65,1.26,5.0,20.0,21.0,38.0,18.0,2.11,1.417,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,76,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.8004,0.7300833333333333,10,12
1782,777958,Seattle Mariners,Toronto Blue Jays,Bryce Miller,José Ureña,9,1,5.68,57.0,57.0,74.0,34.0,2.18,1.406,4.58,28.0,29.0,34.0,23.0,1.48,1.455,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,58,Cloudy,"0 mph, Calm",False,True,False,False,False,False,False,False,False,False,0.6944166666666667,0.652909090909091,12,11
1783,777971,Cleveland Guardians,Philadelphia Phillies,Luis L. Ortiz,Zack Wheeler,3,0,,,,,,,,2.71,45.0,48.0,195.0,33.0,5.91,0.935,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,61,Clear,"8 mph, In From CF",True,False,False,False,False,False,False,False,False,False,0.7167,0.7502222222222222,10,9
1784,777960,Cleveland Guardians,Milwaukee Brewers,Ben Lively,Freddy Peralta,0,5,3.22,16.0,16.0,29.0,15.0,1.93,1.187,2.7,53.0,54.0,204.0,66.0,3.09,1.075,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,71,Partly Cloudy,"13 mph, In From CF",False,False,False,False,False,True,False,False,False,False,0.6308333333333334,0.6985,12,10
1785,777951,Detroit Tigers,Boston Red Sox,Jackson Jobe,Tanner Houck,2,14,4.22,23.0,24.0,39.0,27.0,1.44,1.49,8.04,39.0,41.0,32.0,17.0,1.88,1.695,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,78,Cloudy,"8 mph, Calm",False,True,False,False,False,False,False,False,False,False,0.6785384615384615,0.66,13,12
1786,777953,Philadelphia Phillies,St. Louis Cardinals,Cristopher Sánchez,Matthew Liberatore,3,2,2.5,56.0,58.0,212.0,44.0,4.82,1.064,4.21,71.0,79.0,122.0,40.0,3.05,1.305,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,79,Cloudy,"7 mph, Out To CF",False,True,False,False,False,False,False,False,False,False,0.7367499999999999,0.7853,12,10
1787,777950,New York Mets,Pittsburgh Pirates,David Peterson,Paul Skenes,3,4,4.22,79.0,84.0,150.0,65.0,2.31,1.37,1.97,41.0,45.0,216.0,42.0,5.14,0.948,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,67,Cloudy,"8 mph, Out To LF",False,True,False,False,False,False,False,False,False,False,0.7842,0.5493636363636364,10,11
1788,777959,Atlanta Braves,Washington Nationals,Grant Holmes,Jake Irvin,3,4,3.99,51.0,52.0,123.0,54.0,2.28,1.339,5.7,114.0,120.0,124.0,62.0,2.0,1.428,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,76,Cloudy,"7 mph, L To R",False,True,False,False,False,False,False,False,False,False,0.7282222222222222,0.6690909090909091,9,11
1789,777952,Chicago Cubs,Miami Marlins,Colin Rea,Cal Quantrill,2,5,3.95,70.0,73.0,127.0,44.0,2.89,1.249,6.04,79.0,81.0,85.0,35.0,2.43,1.453,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,63,Partly Cloudy,"8 mph, In From CF",False,False,False,False,False,True,False,False,False,False,0.7597,0.6770909090909091,10,11
1790,777949,Texas Rangers,Colorado Rockies,Tyler Mahle,Chase Dollander,1,2,2.18,21.0,21.0,66.0,29.0,2.28,1.131,6.52,71.0,76.0,82.0,49.0,1.67,1.551,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,82,Clear,"4 mph, Out To LF",True,False,False,False,False,False,False,False,False,False,0.6097777777777778,0.6274166666666666,9,12
1791,777948,Houston Astros,Kansas City Royals,Ryan Gusto,Michael Wacha,7,5,5.67,64.0,67.0,97.0,36.0,2.69,1.475,3.86,74.0,74.0,126.0,45.0,2.8,1.222,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7245555555555555,0.6824444444444445,9,9
1792,777947,San Diego Padres,Los Angeles Angels,Michael King,Yusei Kikuchi,9,5,3.44,28.0,31.0,76.0,26.0,2.92,1.2,3.99,79.0,87.0,174.0,74.0,2.35,1.424,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,64,Partly Cloudy,"11 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.8253999999999999,0.647076923076923,10,13
1793,777941,Seattle Mariners,New York Yankees,Emerson Hancock,Clarke Schmidt,11,5,4.9,49.0,51.0,64.0,31.0,2.06,1.378,3.32,29.0,29.0,73.0,30.0,2.43,1.093,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,62,Partly Cloudy,"8 mph, Out To CF",False,False,False,False,False,True,False,False,False,False,0.7506666666666666,0.8168,12,10
1794,777939,San Francisco Giants,Arizona Diamondbacks,Justin Verlander,Merrill Kelly,2,1,3.85,65.0,74.0,137.0,52.0,2.63,1.362,3.52,72.0,79.0,167.0,48.0,3.48,1.114,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,58,Partly Cloudy,"13 mph, Out To CF",False,False,False,False,False,True,False,False,False,False,0.6793333333333333,0.8026666666666666,9,9
1795,777944,Cleveland Guardians,Milwaukee Brewers,Logan Allen,Quinn Priester,0,2,4.25,74.0,84.0,122.0,62.0,1.97,1.398,3.32,58.0,62.0,132.0,50.0,2.64,1.239,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,71,Overcast,"10 mph, Out To LF",False,False,False,False,True,False,False,False,False,False,0.6884,0.652,10,12
1796,777940,Detroit Tigers,Boston Red Sox,Tyler Holton,Brayan Bello,9,10,3.66,32.0,34.0,64.0,17.0,3.76,1.042,3.35,62.0,71.0,124.0,59.0,2.1,1.236,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,67,Cloudy,"6 mph, In From LF",False,True,False,False,False,False,False,False,False,False,0.7492,0.7493333333333333,10,9
1797,777945,Cincinnati Reds,Chicago White Sox,Andrew Abbott,Jonathan Cannon,5,1,2.87,53.0,60.0,149.0,43.0,3.47,1.148,5.82,67.0,69.0,86.0,38.0,2.26,1.486,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,67,Overcast,"3 mph, In From RF",False,False,False,False,True,False,False,False,False,False,0.6881818181818182,0.60525,11,12
1798,777935,Toronto Blue Jays,Tampa Bay Rays,José Berríos,Shane Baz,11,9,4.17,77.0,86.0,138.0,56.0,2.46,1.301,4.87,90.0,91.0,176.0,64.0,2.75,1.335,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,68,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7755,0.6404545454545455,10,11
1799,777943,New York Mets,Pittsburgh Pirates,Kodai Senga,Mitch Keller,1,2,3.02,38.0,44.0,109.0,55.0,1.98,1.315,4.19,82.0,91.0,150.0,51.0,2.94,1.259,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,65,Cloudy,"8 mph, R To L",False,True,False,False,False,False,False,False,False,False,0.7758,0.5621818181818182,10,11
1800,777942,Atlanta Braves,Washington Nationals,Spencer Schwellenbach,Michael Soroka,2,5,3.09,38.0,44.0,108.0,18.0,6.0,0.967,4.52,45.0,49.0,95.0,29.0,3.28,1.126,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,72,Partly Cloudy,"8 mph, R To L",False,False,False,False,False,True,False,False,False,False,0.7372222222222222,0.686,9,9
1801,777936,Chicago Cubs,Miami Marlins,Ben Brown,Valente Bellozo,4,5,5.92,70.0,73.0,121.0,32.0,3.78,1.439,4.65,42.0,44.0,54.0,23.0,2.35,1.328,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,64,Partly Cloudy,"10 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6480909090909092,0.6902999999999999,11,10
1802,777934,Texas Rangers,Colorado Rockies,Jack Leiter,Kyle Freeland,1,4,3.86,65.0,69.0,148.0,67.0,2.21,1.279,4.98,90.0,105.0,124.0,38.0,3.26,1.42,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,74,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.63375,0.6149166666666667,12,12
1803,777931,Houston Astros,Kansas City Royals,Framber Valdez,Kris Bubic,1,2,3.66,78.0,82.0,187.0,68.0,2.75,1.245,2.55,33.0,38.0,116.0,39.0,2.97,1.178,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.6874545454545454,0.6512,11,10
1804,777932,San Diego Padres,Los Angeles Angels,Dylan Cease,José Soriano,4,6,4.55,85.0,91.0,215.0,71.0,3.03,1.327,4.26,80.0,89.0,152.0,78.0,1.95,1.396,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,64,Partly Cloudy,"9 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.785,0.7783,11,10
1805,777926,Seattle Mariners,New York Yankees,Bryan Woo,Max Fried,1,2,2.94,61.0,64.0,198.0,36.0,5.5,0.927,2.86,62.0,73.0,189.0,51.0,3.71,1.101,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,62,Cloudy,"6 mph, Out To LF",False,True,False,False,False,False,False,False,False,False,0.7106923076923077,0.7118333333333333,13,12
1806,777930,San Francisco Giants,Arizona Diamondbacks,Robbie Ray,Brandon Pfaadt,6,10,3.65,74.0,81.0,186.0,73.0,2.55,1.212,5.25,103.0,107.0,147.0,37.0,3.97,1.33,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,60,Clear,"20 mph, Varies",True,False,False,False,False,False,False,False,False,False,0.6877777777777777,0.7323000000000001,9,10
1807,777937,Los Angeles Dodgers,Athletics,Landon Knack,Jeffrey Springs,11,1,4.89,23.0,25.0,42.0,19.0,2.21,1.394,4.11,78.0,90.0,138.0,54.0,2.56,1.211,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,,,,,,,,65,Clear,"3 mph, L To R",True,False,False,False,False,False,False,False,False,False,0.7374545454545455,0.7882222222222223,11,9
1808,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1809,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1810,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1811,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1812,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1813,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1814,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1815,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1816,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1817,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1818,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
1819,777938,Baltimore Orioles,Minnesota Twins,Cade Povich,Simeon Woods Richardson,0,0,5.21,65.0,70.0,118.0,43.0,2.74,1.496,4.04,50.0,53.0,107.0,46.0,2.33,1.275,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,70,Partly Cloudy,"7 mph, In From RF",False,False,False,False,False,True,False,False,False,False,0.6529166666666667,0.6091,12,10
