,game_id,home_name,away_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,home_ERA,home_ER,home_R,home_SO,home_BB,home_SO/BB,home_WHIP,away_ERA,away_ER,away_R,away_SO,away_BB,away_SO/BB,away_WHIP,home_OBP,home_SLG,home_HR,home_R/G,home_BB_batting,home_SO_batting,home_IBB,away_home_OBP,away_home_SLG,away_home_HR,away_home_R/G,away_home_BB_batting,away_home_SO_batting,away_home_IBB,temp,condition,wind,condition_Clear,condition_Cloudy,condition_Dome,condition_Drizzle,condition_Overcast,condition_Partly Cloudy,condition_Rain,condition_Roof Closed,condition_Snow,condition_Sunny,home_lineup_score,away_lineup_score,home_n_starters,away_n_starters
958,778245,Boston Red Sox,Chicago White Sox,Tanner Houck,Sean Burke,8,4,8.04,39.0,41.0,32.0,17.0,1.88,1.695,4.29,64.0,76.0,133.0,63.0,2.11,1.452,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,59,Sunny,"13 mph, L To R",False,False,False,False,False,False,False,False,False,True,0.657,0.5857692307692308,9,13
959,778248,Philadelphia Phillies,Miami Marlins,Jesús Luzardo,Connor Gillispie,7,5,3.92,80.0,85.0,216.0,57.0,3.79,1.22,8.65,25.0,26.0,23.0,11.0,2.09,1.654,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,68,Partly Cloudy,"13 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.7605999999999999,0.7693,10,10
960,778241,Toronto Blue Jays,Seattle Mariners,Easton Lucas,Luis Castillo,8,3,6.66,18.0,18.0,23.0,12.0,1.92,1.521,3.54,71.0,76.0,162.0,46.0,3.52,1.185,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,68,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7080909090909091,0.6679999999999999,11,10
961,778246,Detroit Tigers,Kansas City Royals,Tarik Skubal,Michael Wacha,4,3,2.21,48.0,55.0,241.0,33.0,7.3,0.891,3.86,74.0,74.0,126.0,45.0,2.8,1.222,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,53,Sunny,"7 mph, In From LF",False,False,False,False,False,False,False,False,False,True,0.6805454545454546,0.569,11,10
962,778244,New York Mets,St. Louis Cardinals,Clay Holmes,Sonny Gray,4,7,3.53,65.0,74.0,129.0,66.0,1.95,1.304,4.28,86.0,93.0,201.0,38.0,5.29,1.234,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,64,Sunny,"14 mph, In From LF",False,False,False,False,False,False,False,False,False,True,0.6946,0.6930000000000001,10,11
963,778240,Tampa Bay Rays,New York Yankees,Ryan Pepiot,Max Fried,4,0,3.86,72.0,77.0,167.0,61.0,2.74,1.163,2.86,62.0,73.0,189.0,51.0,3.71,1.101,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,84,Partly Cloudy,"10 mph, R To L",False,False,False,False,False,True,False,False,False,False,0.7068888888888889,0.8046666666666666,9,9
964,778239,Milwaukee Brewers,Athletics,Logan Henderson,Jeffrey Springs,1,14,1.78,5.0,5.0,33.0,8.0,4.13,0.987,4.11,78.0,90.0,138.0,54.0,2.56,1.211,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,,,,,,,,63,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.6659090909090909,0.7071818181818181,11,11
965,778236,Chicago Cubs,Arizona Diamondbacks,Jameson Taillon,Merrill Kelly,3,2,3.68,53.0,54.0,98.0,27.0,3.63,1.057,3.52,72.0,79.0,167.0,48.0,3.48,1.114,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,50,Overcast,"6 mph, In From RF",False,False,False,False,True,False,False,False,False,False,0.8572222222222222,0.6515000000000001,9,14
966,778234,Texas Rangers,Los Angeles Dodgers,Tyler Mahle,Tyler Glasnow,1,0,2.18,21.0,21.0,66.0,29.0,2.28,1.131,3.19,32.0,33.0,106.0,43.0,2.47,1.096,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,74,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.7434000000000001,0.6908181818181819,10,11
967,778235,Colorado Rockies,Washington Nationals,Kyle Freeland,Jake Irvin,3,2,4.98,90.0,105.0,124.0,38.0,3.26,1.42,5.7,114.0,120.0,124.0,62.0,2.0,1.428,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,58,Cloudy,"12 mph, In From LF",False,True,False,False,False,False,False,False,False,False,0.6016363636363636,0.6353333333333333,11,9
968,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
969,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
970,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
971,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
972,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
973,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
974,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
975,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
976,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
977,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
978,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
979,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
980,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
981,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
982,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
983,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
984,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
985,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
986,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
987,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
988,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
989,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
990,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
991,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
992,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
993,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
994,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
995,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
996,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
997,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
998,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
999,778266,Colorado Rockies,Washington Nationals,Antonio Senzatela,Brad Lord,1,3,6.65,96.0,103.0,73.0,47.0,1.55,1.838,4.34,63.0,65.0,108.0,43.0,2.51,1.293,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,61,Partly Cloudy,"10 mph, In From LF",False,False,False,False,False,True,False,False,False,False,0.6273846153846154,0.6736363636363637,13,11
1000,778232,Los Angeles Angels,San Francisco Giants,Yusei Kikuchi,Justin Verlander,4,5,3.99,79.0,87.0,174.0,74.0,2.35,1.424,3.85,65.0,74.0,137.0,52.0,2.63,1.362,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,75,Sunny,"6 mph, Out To CF",False,False,False,False,False,False,False,False,False,True,0.6799000000000001,0.6910000000000001,10,9
1001,778237,Houston Astros,San Diego Padres,Framber Valdez,Dylan Cease,3,2,3.66,78.0,82.0,187.0,68.0,2.75,1.245,4.55,85.0,91.0,215.0,71.0,3.03,1.327,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.6015,0.7405,12,10
1002,778238,Boston Red Sox,Chicago White Sox,Walker Buehler,Jonathan Cannon,2,4,4.93,69.0,73.0,92.0,61.0,1.51,1.516,5.82,67.0,69.0,86.0,38.0,2.26,1.486,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,53,Partly Cloudy,"2 mph, R To L",False,False,False,False,False,True,False,False,False,False,0.7472000000000001,0.5223333333333333,10,12
1003,778227,Cleveland Guardians,New York Yankees,Gavin Williams,Clarke Schmidt,4,6,3.06,57.0,62.0,173.0,83.0,2.08,1.27,3.32,29.0,29.0,73.0,30.0,2.43,1.093,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,68,Partly Cloudy,"17 mph, Out To RF",False,False,False,False,False,True,False,False,False,False,0.7246363636363636,0.7605999999999999,11,10
1004,778228,Detroit Tigers,San Diego Padres,Keider Montero,Randy Vásquez,4,6,4.37,44.0,46.0,72.0,31.0,2.32,1.39,3.84,57.0,59.0,78.0,52.0,1.5,1.324,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,63,Clear,"16 mph, Out To LF",True,False,False,False,False,False,False,False,False,False,0.7038,0.6014545454545455,10,11
1005,778230,Miami Marlins,Cincinnati Reds,Max Meyer,Nick Lodolo,3,6,4.73,34.0,39.0,68.0,20.0,3.4,1.423,3.33,58.0,60.0,156.0,31.0,5.03,1.079,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,79,Partly Cloudy,"10 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.8215,0.8068888888888889,10,9
1006,778225,New York Mets,Philadelphia Phillies,Tylor Megill,Aaron Nola,4,5,3.95,30.0,37.0,89.0,33.0,2.7,1.361,6.01,63.0,65.0,97.0,28.0,3.46,1.346,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,54,Cloudy,"9 mph, R To L",False,True,False,False,False,False,False,False,False,False,0.7141,0.6893636363636364,10,11
1007,778233,Atlanta Braves,St. Louis Cardinals,Spencer Schwellenbach,Erick Fedde,6,7,3.09,38.0,44.0,108.0,18.0,6.0,0.967,5.49,86.0,90.0,83.0,67.0,1.24,1.518,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,79,Partly Cloudy,"9 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.7401,0.6912,10,10
1008,778231,Houston Astros,Toronto Blue Jays,Hunter Brown,Kevin Gausman,0,7,2.43,50.0,55.0,206.0,57.0,3.61,1.025,3.59,77.0,79.0,189.0,50.0,3.78,1.062,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,73,Roof Closed,"0 mph, None",False,False,False,False,False,False,False,True,False,False,0.6449,0.6471,10,10
1009,778226,San Francisco Giants,Milwaukee Brewers,Robbie Ray,Quinn Priester,2,5,3.65,74.0,81.0,186.0,73.0,2.55,1.212,3.32,58.0,62.0,132.0,50.0,2.64,1.239,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,62,Clear,"7 mph, Out To CF",True,False,False,False,False,False,False,False,False,False,0.7264444444444444,0.6926363636363636,9,11
1010,778218,Cleveland Guardians,New York Yankees,Tanner Bibee,Will Warren,2,3,4.24,86.0,93.0,162.0,54.0,3.0,1.229,4.44,80.0,90.0,171.0,65.0,2.63,1.374,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,56,Clear,"7 mph, In From CF",True,False,False,False,False,False,False,False,False,False,0.7439,0.7281818181818182,10,11
1011,778221,Detroit Tigers,San Diego Padres,Jack Flaherty,Nick Pivetta,2,0,4.64,83.0,85.0,188.0,59.0,3.19,1.28,2.87,58.0,63.0,190.0,50.0,3.8,0.985,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,65,Clear,"2 mph, R To L",True,False,False,False,False,False,False,False,False,False,0.6543,0.6397999999999999,10,10
1012,778219,Miami Marlins,Cincinnati Reds,Edward Cabrera,Nick Martinez,3,4,3.53,54.0,60.0,150.0,48.0,3.13,1.228,4.45,82.0,86.0,116.0,42.0,2.76,1.207,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,79,Partly Cloudy,"8 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.9113333333333333,0.8055555555555556,9,9
1013,778222,Washington Nationals,Baltimore Orioles,Mitchell Parker,Dean Kremer,0,7,5.68,104.0,116.0,103.0,58.0,1.78,1.433,4.19,80.0,83.0,142.0,45.0,3.16,1.212,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,77,Partly Cloudy,"8 mph, L To R",False,False,False,False,False,True,False,False,False,False,0.6801111111111111,0.6673333333333333,9,9
1014,778224,Boston Red Sox,Seattle Mariners,Brayan Bello,Bryce Miller,3,8,3.35,62.0,71.0,124.0,59.0,2.1,1.236,5.68,57.0,57.0,74.0,34.0,2.18,1.406,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,56,Clear,"3 mph, In From RF",True,False,False,False,False,False,False,False,False,False,0.7408888888888889,0.6934999999999999,9,12
1015,778223,New York Mets,Philadelphia Phillies,Griffin Canning,Cristopher Sánchez,1,5,3.77,32.0,35.0,70.0,35.0,2.0,1.376,2.5,56.0,58.0,212.0,44.0,4.82,1.064,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,73,Cloudy,"8 mph, Out To RF",False,True,False,False,False,False,False,False,False,False,0.7386999999999999,0.7448888888888888,10,9
1016,778229,Atlanta Braves,St. Louis Cardinals,Scott Blewett,Andre Pallante,10,4,5.48,27.0,29.0,35.0,18.0,1.94,1.421,5.31,96.0,109.0,111.0,62.0,1.79,1.445,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,70,Partly Cloudy,"5 mph, Out To RF",False,False,False,False,False,True,False,False,False,False,0.7185833333333332,0.6819999999999999,12,9
1017,778215,Kansas City Royals,Colorado Rockies,Kris Bubic,Ryan Feltner,3,4,2.55,33.0,38.0,116.0,39.0,2.97,1.178,4.75,16.0,17.0,25.0,12.0,2.08,1.484,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,81,Clear,"15 mph, R To L",True,False,False,False,False,False,False,False,False,False,0.5720769230769231,0.6071538461538462,13,13
1018,778220,Chicago Cubs,Los Angeles Dodgers,Shota Imanaga,Dustin May,10,11,3.73,60.0,62.0,117.0,26.0,4.5,0.988,4.96,73.0,78.0,123.0,56.0,2.2,1.421,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,71,Partly Cloudy,"9 mph, Out To CF",False,False,False,False,False,True,False,False,False,False,0.8198461538461538,0.745,13,11
1019,778216,Minnesota Twins,Chicago White Sox,Bailey Ober,Davis Martin,2,4,5.1,83.0,84.0,120.0,31.0,3.87,1.298,4.1,65.0,74.0,104.0,48.0,2.17,1.29,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,69,Clear,"11 mph, Out To LF",True,False,False,False,False,False,False,False,False,False,0.6202,0.6359166666666667,10,12
