game_id,temp,condition,wind
745888,83,Partly Cloudy,"8 mph, Out To CF"
746534,91,Clear,"10 mph, In From LF"
745643,84,Clear,"9 mph, Out To RF"
746128,74,Clear,"9 mph, Out To RF"
745234,71,Clear,"1 mph, In From LF"
744834,87,Partly Cloudy,"3 mph, Out To LF"
745484,82,Cloudy,"4 mph, Out To LF"
745726,83,Partly Cloudy,"8 mph, L To R"
744912,79,Sunny,"6 mph, Out To RF"
745890,69,Drizzle,"6 mph, L To R"
746619,80,Cloudy,"3 mph, Calm"
746043,72,Roof Closed,"0 mph, None"
746857,80,Cloudy,"1 mph, In From RF"
744996,74,Roof Closed,"0 mph, None"
745641,81,Sunny,"8 mph, Out To RF"
745236,70,Sunny,"3 mph, Out To RF"
747103,89,Cloudy,"6 mph, In From LF"
746285,83,Clear,"9 mph, L To R"
746532,82,Partly Cloudy,"4 mph, R To L"
746126,76,Clear,"8 mph, Out To CF"
746859,85,Partly Cloudy,"15 mph, Out To CF"
745479,84,Cloudy,"10 mph, Out To LF"
744836,96,Partly Cloudy,"4 mph, Out To LF"
745725,83,Partly Cloudy,"12 mph, R To L"
746693,80,Partly Cloudy,"6 mph, Out To LF"
746620,74,Partly Cloudy,"2 mph, R To L"
746046,72,Roof Closed,"0 mph, None"
747097,79,Cloudy,"2 mph, Calm"
744992,74,Roof Closed,"0 mph, None"
746533,79,Partly Cloudy,"6 mph, R To L"
745884,75,Clear,"7 mph, L To R"
745639,76,Clear,"11 mph, Out To RF"
745398,70,Clear,"7 mph, L To R"
745237,78,Clear,"3 mph, L To R"
746127,82,Clear,"5 mph, L To R"
745724,86,Partly Cloudy,"5 mph, R To L"
745885,78,Partly Cloudy,"6 mph, Out To LF"
746856,76,Sunny,"6 mph, In From RF"
745476,86,Partly Cloudy,"13 mph, Out To CF"
744835,97,Partly Cloudy,"2 mph, R To L"
744995,74,Roof Closed,"0 mph, None"
745642,82,Sunny,"6 mph, Varies"
746694,85,Partly Cloudy,"9 mph, Out To LF"
746615,79,Partly Cloudy,"3 mph, In From CF"
745235,78,Sunny,"4 mph, Out To RF"
746044,72,Roof Closed,"0 mph, None"
747099,75,Cloudy,"4 mph, In From CF"
746129,85,Sunny,"7 mph, Out To RF"
746529,89,Partly Cloudy,"12 mph, L To R"
745395,73,Clear,"7 mph, L To R"
745477,87,Clear,"3 mph, Out To LF"
744832,93,Partly Cloudy,"1 mph, L To R"
747098,88,Partly Cloudy,"4 mph, L To R"
746691,86,Partly Cloudy,"3 mph, Out To LF"
746616,80,Sunny,"9 mph, L To R"
746039,72,Roof Closed,"0 mph, None"
745883,77,Partly Cloudy,"6 mph, Out To CF"
746855,87,Cloudy,"4 mph, Out To CF"
744993,74,Roof Closed,"0 mph, None"
746530,76,Partly Cloudy,"9 mph, R To L"
745637,76,Sunny,"10 mph, Varies"
745391,75,Sunny,"8 mph, L To R"
745233,74,Sunny,"5 mph, In From LF"
746122,82,Sunny,"6 mph, Out To CF"
745723,88,Partly Cloudy,"8 mph, R To L"
745480,88,Sunny,"3 mph, Out To LF"
744833,96,Partly Cloudy,"5 mph, Out To LF"
746455,88,Partly Cloudy,"12 mph, In From CF"
746692,87,Partly Cloudy,"7 mph, R To L"
746771,84,Partly Cloudy,"9 mph, Out To CF"
746208,78,Clear,"10 mph, R To L"
747181,78,Roof Closed,"0 mph, None"
747014,91,Cloudy,"7 mph, Out To LF"
746451,83,Cloudy,"6 mph, R To L"
745557,93,Cloudy,"11 mph, Out To CF"
745074,72,Dome,"0 mph, None"
746690,85,Overcast,"6 mph, In From LF"
745803,83,Cloudy,"10 mph, Out To LF"
746937,86,Clear,"11 mph, Out To RF"
746368,73,Roof Closed,"0 mph, None"
745968,73,Cloudy,"5 mph, In From RF"
746206,81,Clear,"8 mph, Out To CF"
745393,72,Clear,"8 mph, L To R"
747180,78,Dome,"0 mph, None"
745316,64,Partly Cloudy,"9 mph, Varies"
745155,83,Sunny,"8 mph, In From CF"
746773,79,Partly Cloudy,"8 mph, L To R"
745155,83,Sunny,"8 mph, In From CF"
745156,84,Partly Cloudy,"6 mph, Out To RF"
746772,76,Sunny,"9 mph, L To R"
746773,79,Partly Cloudy,"8 mph, L To R"
747015,90,Partly Cloudy,"12 mph, Out To LF"
746453,67,Overcast,"15 mph, Out To CF"
745394,74,Partly Cloudy,"9 mph, L To R"
745069,72,Dome,"0 mph, None"
745556,88,Partly Cloudy,"15 mph, Out To CF"
746689,79,Clear,"10 mph, R To L"
745796,81,Partly Cloudy,"18 mph, Out To LF"
746934,83,Partly Cloudy,"5 mph, In From LF"
746366,73,Roof Closed,"0 mph, None"
