game_id,temp,condition,wind
746489,57,Sunny,"17 mph, Out To LF"
746490,64,Clear,"15 mph, Out To LF"
745839,51,Cloudy,"19 mph, Out To RF"
746811,62,Sunny,"7 mph, In From LF"
744953,68,Roof Closed,"0 mph, None"
746405,73,Roof Closed,"0 mph, None"
745594,60,Partly Cloudy,"21 mph, L To R"
747054,66,Partly Cloudy,"14 mph, L To R"
745676,53,Overcast,"15 mph, Varies"
746979,54,Cloudy,"7 mph, Out To RF"
745110,72,Dome,"0 mph, None"
746082,81,Sunny,"14 mph, In From LF"
747215,87,Clear,"7 mph, In From RF"
746161,48,Rain,"2 mph, L To R"
745272,57,Clear,"1 mph, Calm"
746975,59,Sunny,"6 mph, Out To RF"
745595,71,Sunny,"15 mph, Out To RF"
747056,81,Sunny,"15 mph, Out To CF"
744952,68,Roof Closed,"0 mph, None"
745841,67,Sunny,"14 mph, Out To CF"
745113,72,Dome,"0 mph, None"
746492,78,Sunny,"15 mph, Out To LF"
746079,80,Partly Cloudy,"13 mph, In From LF"
746648,71,Sunny,"13 mph, L To R"
746404,73,Roof Closed,"0 mph, None"
746810,78,Partly Cloudy,"5 mph, Out To RF"
745681,57,Cloudy,"6 mph, Out To RF"
745271,54,Sunny,"6 mph, L To R"
747216,78,Roof Closed,"0 mph, None"
746164,55,Overcast,"4 mph, L To R"
746974,60,Partly Cloudy,"3 mph, Out To RF"
747053,80,Partly Cloudy,"8 mph, Out To RF"
746488,64,Clear,"0 mph, Calm"
745597,77,Partly Cloudy,"11 mph, Out To CF"
746080,76,Partly Cloudy,"10 mph, L To R"
745106,72,Dome,"0 mph, None"
744951,68,Roof Closed,"0 mph, None"
745840,72,Partly Cloudy,"5 mph, Out To RF"
746813,65,Clear,"9 mph, In From LF"
746002,71,Roof Closed,"0 mph, None"
746406,73,Roof Closed,"0 mph, None"
747213,75,Clear,"4 mph, Out To RF"
745677,61,Partly Cloudy,"12 mph, Out To RF"
745268,50,Roof Closed,"0 mph, Calm"
746158,62,Clear,"6 mph, Out To RF"
746486,64,Sunny,"11 mph, Out To LF"
747051,71,Clear,"7 mph, Out To LF"
745593,72,Clear,"12 mph, In From LF"
746081,78,Partly Cloudy,"12 mph, In From LF"
745108,72,Dome,"0 mph, None"
744944,68,Roof Closed,"0 mph, None"
746976,64,Partly Cloudy,"5 mph, In From LF"
745837,67,Clear,"5 mph, L To R"
746004,56,Roof Closed,"0 mph, None"
746400,73,Roof Closed,"0 mph, None"
747214,83,Clear,"5 mph, Out To RF"
745270,51,Clear,"7 mph, Out To CF"
745674,68,Partly Cloudy,"11 mph, Out To RF"
746157,68,Clear,"3 mph, Out To CF"
746809,61,Cloudy,"21 mph, R To L"
746076,72,Roof Closed,"0 mph, None"
747049,68,Cloudy,"6 mph, Out To LF"
745836,60,Cloudy,"10 mph, R To L"
746487,69,Cloudy,"13 mph, In From RF"
746005,66,Roof Closed,"0 mph, None"
746401,73,Roof Closed,"0 mph, None"
746807,62,Cloudy,"20 mph, R To L"
746809,61,Cloudy,"21 mph, R To L"
744948,68,Roof Closed,"0 mph, None"
746159,75,Partly Cloudy,"2 mph, Out To RF"
745671,68,Partly Cloudy,"7 mph, Out To RF"
747212,75,Roof Closed,"0 mph, None"
745267,51,Partly Cloudy,"2 mph, L To R"
745591,60,Cloudy,"11 mph, R To L"
745105,72,Dome,"0 mph, None"
746973,51,Cloudy,"4 mph, R To L"
745104,72,Dome,"0 mph, None"
746485,62,Sunny,"11 mph, Out To LF"
746970,48,Cloudy,"8 mph, L To R"
745356,57,Partly Cloudy,"13 mph, Out To RF"
746891,42,Overcast,"6 mph, Out To RF"
746892,55,Sunny,"19 mph, L To R"
746729,61,Clear,"11 mph, Out To CF"
745518,63,Cloudy,"9 mph, Out To LF"
745592,56,Cloudy,"7 mph, Out To CF"
744872,56,Overcast,"3 mph, Out To LF"
745758,51,Overcast,"10 mph, R To L"
746650,55,Partly Cloudy,"7 mph, L To R"
747136,80,Cloudy,"6 mph, Out To LF"
746325,59,Partly Cloudy,"7 mph, L To R"
745922,38,Overcast,"16 mph, Out To RF"
745189,58,Cloudy,"8 mph, In From LF"
745430,62,Partly Cloudy,"6 mph, L To R"
746160,61,Clear,"5 mph, Out To RF"
745352,56,Clear,"16 mph, Out To CF"
746572,63,Partly Cloudy,"7 mph, Out To CF"
745760,60,Partly Cloudy,"6 mph, R To L"
745921,42,Partly Cloudy,"12 mph, L To R"
745190,58,Partly Cloudy,"11 mph, Out To CF"
746893,46,Cloudy,"13 mph, L To R"
