game_id,temp,condition,wind
748070,,,
748061,85,Partly Cloudy,"7 mph, Varies"
748066,82,Partly Cloudy,"12 mph, In From RF"
748064,84,Partly Cloudy,"9 mph, Out To LF"
748060,79,Partly Cloudy,"8 mph, Out To RF"
748052,64,Sunny,"3 mph, Out To LF"
748057,66,Partly Cloudy,"1 mph, Calm"
748053,66,Sunny,"3 mph, Out To LF"
748062,66,Sunny,"1 mph, Calm"
748058,66,Partly Cloudy,"1 mph, Calm"
748059,65,Partly Cloudy,"4 mph, Varies"
748068,81,Partly Cloudy,"8 mph, R To L"
748065,81,Partly Cloudy,"9 mph, R To L"
748063,79,Partly Cloudy,"10 mph, In From RF"
761562,58,Clear,"6 mph, Out To LF"
748056,,,
748054,,,
748048,83,Partly Cloudy,"14 mph, Out To CF"
748050,85,Partly Cloudy,"17 mph, Out To CF"
748049,82,Cloudy,"14 mph, R To L"
748047,82,Partly Cloudy,"20 mph, R To L"
748055,84,Partly Cloudy,"17 mph, In From LF"
748046,83,Cloudy,"11 mph, R To L"
748045,70,Sunny,"6 mph, Out To LF"
748039,68,Sunny,"6 mph, R To L"
748043,71,Sunny,"6 mph, Out To CF"
748041,71,Partly Cloudy,"6 mph, In From RF"
748038,72,Sunny,"8 mph, In From LF"
748042,72,Partly Cloudy,"10 mph, In From CF"
748035,71,Sunny,"7 mph, In From RF"
748040,70,Sunny,"7 mph, Varies"
761561,62,Sunny,"2 mph, In From RF"
748051,83,Clear,"8 mph, Out To CF"
748044,83,Cloudy,"10 mph, Out To LF"
748034,86,Sunny,"6 mph, Out To LF"
748030,75,Cloudy,"11 mph, Out To CF"
748032,74,Overcast,"9 mph, Out To RF"
748031,74,Cloudy,"12 mph, L To R"
748028,81,Partly Cloudy,"3 mph, In From CF"
748029,73,Partly Cloudy,"6 mph, In From LF"
748036,70,Partly Cloudy,"16 mph, Out To CF"
748037,75,Cloudy,"10 mph, L To R"
748033,81,Overcast,"10 mph, In From RF"
748025,78,Sunny,"3 mph, In From LF"
748027,78,Sunny,"12 mph, In From LF"
748023,76,Sunny,"10 mph, In From RF"
748026,77,Sunny,"9 mph, Out To CF"
748021,77,Sunny,"8 mph, In From CF"
748022,77,Sunny,"8 mph, In From LF"
748024,78,Sunny,"9 mph, In From RF"
748020,77,Sunny,"9 mph, Varies"
748019,76,Sunny,"15 mph, In From RF"
748015,74,Sunny,"8 mph, R To L"
748017,76,Sunny,"12 mph, L To R"
748013,72,Partly Cloudy,"9 mph, Out To CF"
748014,74,Sunny,"14 mph, R To L"
748018,66,Partly Cloudy,"7 mph, In From LF"
748010,74,Partly Cloudy,"7 mph, Out To CF"
748009,78,Sunny,"6 mph, Out To LF"
748008,70,Sunny,"5 mph, Out To LF"
748011,78,Sunny,"0 mph, Calm"
748012,76,Sunny,"6 mph, R To L"
748007,77,Sunny,"5 mph, Calm"
748006,77,Sunny,"6 mph, Varies"
748016,74,Partly Cloudy,"11 mph, In From RF"
748001,79,Cloudy,"7 mph, R To L"
748002,78,Sunny,"6 mph, In From CF"
748003,76,Partly Cloudy,"6 mph, Out To LF"
748000,78,Partly Cloudy,"7 mph, In From CF"
747998,75,Sunny,"9 mph, Out To RF"
748005,75,Sunny,"8 mph, Varies"
747995,76,Sunny,"0 mph, Calm"
747994,76,Partly Cloudy,"4 mph, Out To LF"
747996,76,Partly Cloudy,"5 mph, R To L"
747997,75,Partly Cloudy,"5 mph, In From LF"
747999,77,Partly Cloudy,"4 mph, Calm"
748004,75,Partly Cloudy,"6 mph, R To L"
747993,76,Partly Cloudy,"11 mph, Out To RF"
747991,74,Clear,"5 mph, L To R"
747986,79,Sunny,"3 mph, Out To LF"
747985,81,Partly Cloudy,"5 mph, Out To LF"
747990,83,Sunny,"3 mph, R To L"
747992,78,Partly Cloudy,"3 mph, In From CF"
747987,75,Sunny,"4 mph, Out To RF"
747988,80,Partly Cloudy,"7 mph, In From RF"
747982,73,Partly Cloudy,"6 mph, L To R"
747983,73,Sunny,"9 mph, Varies"
747978,74,Sunny,"6 mph, Out To LF"
747980,72,Partly Cloudy,"5 mph, In From LF"
747981,71,Sunny,"7 mph, In From CF"
747979,74,Partly Cloudy,"2 mph, Out To RF"
747976,72,Partly Cloudy,"10 mph, Out To CF"
747984,77,Partly Cloudy,"9 mph, L To R"
747989,80,Partly Cloudy,"8 mph, Out To LF"
747974,82,Sunny,"6 mph, In From RF"
747972,81,Sunny,"3 mph, Out To LF"
747975,85,Sunny,"4 mph, In From RF"
747971,83,Sunny,"7 mph, R To L"
747970,80,Sunny,"5 mph, Out To LF"
747977,84,Sunny,"4 mph, In From RF"
